ClassNumber,Mnemonic,Number,Section,Type,Units,Instructor(s),Days,Room,Title,Topic,Status,Enrollment,EnrollmentLimit,Waitlist,CombinedWith,Description
17950,LAW,8623,1,CLN,"4","Joseph Platania, Nina Antony","We 6:00pm - 8:30pm","","Prosecution Clinic (YR)","",Open,0,10,0,"","This is the second semester of a yearlong clinic in which students explore a range of practical, ethical, and intellectual issues involved in the discharge of a prosecutor's duties and responsibilities including discovery and exculpatory evidence, duty not to prosecute on less than probable cause, cross-warrant situations, prosecution of multiple defendants and joint trial, witness recantation and preparation, and improper argument at trial."
18082,LAW,8625,1,CLN,"4","Robert Long, Xiao Wang","Th 3:40pm - 5:00pm","","Supreme Court Litigation Clinic (YR)","",Open,0,12,0,"","This is the second semester of a yearlong clinic introducing students to all aspects of current U.S. Supreme Court practice through live cases. Working on teams, students will handle actual cases from the seeking of Supreme Court review to briefing on the merits."
17856,LAW,8629,1,CLN,"4","Jennifer Givens, Juliet Hatchett","Tu 2:10pm - 4:10pm","","Innocence Project Clinic (YR)","",Open,0,15,0,"","This is the second semester of a yearlong clinic to investigate three potential wrongful convictions of incarcerated individuals in the state of Virginia. One case will have forensic evidence (usually DNA) that could potentially be tested, and two will be non-DNA cases. Student will interview potential clients and witnesses, review case files, collect records, search court files and more."
17956,LAW,8633,1,CLN,"3","Maynard Sipe","Tu 11:30am - 1:30pm","","Nonprofit Clinic (YR)","",Open,0,6,0,"","This is the second semester of a yearlong clinical course providing students the opportunity to work with nonprofit organizations and assist with legal issues in their formation and day-to-day operations."
17957,LAW,8635,1,CLN,"4","Ian Kalish","Fr 11:30am - 1:30pm","","First Amendment Clinic (YR)","",Open,0,8,0,"","This is the second semester of a yearlong clinical course offering law students the opportunity to gain practical legal experience involving timely free speech and press issues. Supervised by the legal staff of the Thomas Jefferson Center, students work as a team in conducting legal research, meeting with clients and co-counsel, and drafting legal memoranda and briefs. Prerequisite:2nd-year or 3rd-year Law"
21315,LAW,8636,1,CLN,"2 - 4","Lacey Parker","Th 1:15pm - 2:15pm","","Advanced Criminal Defense Clinic","",Open,0,3,0,"","This clinic offers law students the opportunity to deepen their advocacy skills and assume primary responsibility for representing indigent clients in serious criminal matters."
17958,LAW,8637,1,CLN,"3","Rahul Keshap","Fr 11:00am - 1:00pm","","Entrepreneurial Law Clinic","",Open,0,12,0,"","The clinic involves instruction and practical training on advising start-up companies and drafting basic corporate documentation. As part of the clinic, students will work with and advise Darden students who have been accepted to participate in the Darden Business Incubator."
17999,LAW,8639,1,CLN,"3","Nelson Sanchez-Leon","Tu 11:30am - 12:50pm","","International Human Rights Law Clinic (YR)","",Open,0,9,0,"","This is the second semester of a year-long clinical course that gives students first-hand experience in human rights advocacy under the supervision of international human rights lawyers. Prerequisite: 2-yr or 3-yr JD LAW"
17883,LAW,8640,1,CLN,"4","Cale Jaffe","Tu 11:30am - 12:50pm","","Environmental Law and Community Engagement Clinic","",Open,0,8,0,"","The Environmental Law and Community Engagement Clinic fits within the Law School's Program in Law, Communities, and the Environment (PLACE). Students in this semester-long clinic have the opportunity to work on real-world environmental cases in a variety of venues - before courts, administrative agencies and public utility commissions."
17861,LAW,8644,1,CLN,"4","Caroline Klosko","We 10:00am - 12:00pm","","Economic and Consumer Justice Clinic (YR)","",Open,0,8,0,"","This is the second semester of a yearlong course that requires students to participate in case work in both the fall and spring semesters. In addition, in the fall, there will be a seminar which will meet once a week. Students will learn basic information about various consumer protection statutes while doing exercises covering the entire range of client representation."
17959,LAW,8646,1,CLN,"4","Amy Walters, Cassandra Jonas, Majesta-Dore Legnini","Th 1:15pm - 3:15pm","","Health and Disability Law Clinic (YR)","",Open,0,8,0,"","Students in this second semester of a yearlong clinic represent mentally ill and elderly clients in legal proceedings, negotiations, administrative hearings and court proceedings (to the extent permitted by law) on a variety of legal matters."
17960,LAW,8648,1,CLN,"4","Amy Walters, Elizabeth Schmelzel","Tu 2:00pm - 4:00pm","","Immigration Law Clinic (YR)","",Open,0,8,0,"","This is the 2nd half of a year-long clinic (LAW 8647 & LAW 8648)"
17889,LAW,8652,1,Lecture,"3","Paul Stephan, Richard Dean","MoTu 11:00am - 1:00pm","","Emerging Markets: Principles and Practice","",Open,0,16,0,"","This seminar explores the legal and regulatory structures affecting foreign investors seeking to participate in the development of so-called ""emerging markets"" and in particular in the restructuring of formerly socialist economies."
17853,LAW,8655,1,Lecture,"3","Stephen Murphy","Th 3:40pm - 5:40pm","","Estate Planning: Principles and Practice","",Open,0,15,0,"","This seminar considers the principal tax and non-tax aspects of estate planning, with emphasis on sophisticated tax planning techniques for wealthy individuals. Prerequisites: 2nd - or 3rd - year JD"
19068,LAW,8656,1,SEM,"3","Mary Cleary","Mo 5:45pm - 7:45pm","","Applied Trial Evidence","",Open,0,16,0,"","This course explores the most common evidentiary challenges in litigation, in addition to covering important trial strategy and components (opening & closing statements, and jury selection). The keys to success include forms of proof where the factual foundations are challenging, the law demands unexpected elements to support offered proof, or the unwritten aspects of trial practice interfere with ""textbook"" efforts to get proof in the record."
17860,LAW,8661,1,PRA,"1","Ruth Mason","TBA","","International Tax Practicum - Spring (YR)","",Open,0,4,0,"","This is the 2nd semester of a year-long course using a mock litigation as a lens for studying issues in international tax law. The case study may implicate domestic tax law of any jurisdiction, tax treaties, and EU law. Students will be given a fact-pattern and will identify legal issues raised by the fact pattern. Students will draft briefs for both the government and taxpayer on the issues raised by the mock litigation."
17953,LAW,8664,1,CLN,"4","Andrea Fenster, Daniel Zemel, Maisie Osteen","Th 11:30am - 1:30pm","","Civil Rights Clinic (YR)","",Open,0,8,0,"","This is the 2nd half of a year-long Civil Rights Clinic in which students work on cases that have potential to provide real and concrete relief and legal support to people and communities that have been harmed by the criminalization of poverty and other forms of discrimination or deprivation of rights."
17961,LAW,8666,1,CLN,"4","Andrew Block","Tu 11:30am - 1:30pm","","State and Local Government Policy Clinic (YR)","",Open,0,9,0,"","This course is the second half of a year-long clinic. Students in this clinic provide research and analytical assistance to members of the Virginia General Assembly, officials in state executive branch agencies, and/or local government officials as they develop legislative or policy proposals and, when appropriate, assist their government clients in advocating for the proposals or legislative ideas they develop."
17962,LAW,8667,1,CLN,"3","Andrea Lantz, Donald Pender","We 5:10pm - 7:10pm","","Federal Criminal Sentencing Advocacy Clinic","",Open,0,6,0,"","Many federal defendants are serving sentences in excess of what they would receive for the same offense today, due to errors in the original case, changes in law that were not made retroactive, and/or evolving community standards. Students in this clinic will work to reduce the sentences of indigent federal defendants and gives students a unique opportunity to practice in federal court."
17882,LAW,8668,1,CLN,"3","Cale Jaffe","Tu 11:30am - 12:50pm","","Advanced Environmental Law and Community Engagement Clinic","",Open,0,4,0,"","This course focuses on the common economic problems, such as moral hazard, information asymmetry, and rent-seeking, that drive deal structuring and deal contracting. Students will apply economic tools, such as alternative contractual regimes, transaction costs, and risk-sharing to evaluate and solve economic problems in a variety of real-world deals."
17963,LAW,8669,1,CLN,"5","Crystal Shin","TuTh 2:10pm - 3:30pm","","Holistic Youth Defense Clinic","",Open,0,6,0,"","The Holistic Youth Defense Clinic will provide students an opportunity to practice holistic and zealous lawyering by representing juvenile clients on delinquency matters, as well as related school discipline and special education matters, in order to help keep youth in their homes, schools, and communities with appropriate supports. Law students will have the opportunity to handle cases from the initial intake to the case disposition."
17890,LAW,8672,1,CLN,"3","Sarah Shalf","Tu 11:30am - 1:30pm","","Community Organization and Social Enterprise Clinic II","",Open,0,8,0,"","The clinic can be taken whether or not a student has taken LAW 8671 (Comm Org & Soc Ent Clinic I). The clinic assists clients with structured, team-based problem solving through collaborative engagement with community groups."
17949,LAW,8674,1,CLN,"4","Deirdre Enright","Tu 11:30am - 12:50pm","","Project for Informed Reform Clinic (YR)","",Open,0,12,0,"","This is the second half of a year-long clinic aiming to take on collaborative projects to produce hard facts and reliable data for all types of organizations in the criminal justice reform movement needing that information."
17843,LAW,8801,1A,PRA,"1","Christopher Corts","Tu 2:10pm - 3:10pm","","Legal Writing Fellow (YR)","",Open,0,3,0,"","This is the second semester of a yearlong practicum in which selected upper-level students serve as teaching assistants in the law school's Legal Research and Writing Program."
17844,LAW,8801,2B,PRA,"1","Joe Fore","We 10:00am - 11:00am","","Legal Writing Fellow (YR)","",Open,0,4,0,"","This is the second semester of a yearlong practicum in which selected upper-level students serve as teaching assistants in the law school's Legal Research and Writing Program."
17845,LAW,8801,3C,PRA,"1","Sarah Ware","Tu 10:00am - 11:00am","","Legal Writing Fellow (YR)","",Open,0,3,0,"","This is the second semester of a yearlong practicum in which selected upper-level students serve as teaching assistants in the law school's Legal Research and Writing Program."
17865,LAW,8801,4D,PRA,"1","Megan Durkee","Tu 10:00am - 11:00am","","Legal Writing Fellow (YR)","",Open,0,3,0,"","This is the second semester of a yearlong practicum in which selected upper-level students serve as teaching assistants in the law school's Legal Research and Writing Program."
17866,LAW,8801,5E,PRA,"1","Sarah Ware","Th 2:10pm - 3:10pm","","Legal Writing Fellow (YR)","",Open,0,3,0,"","This is the second semester of a yearlong practicum in which selected upper-level students serve as teaching assistants in the law school's Legal Research and Writing Program."
17867,LAW,8801,6F,PRA,"1","Joe Fore","We 2:10pm - 3:10pm","","Legal Writing Fellow (YR)","",Open,0,3,0,"","This is the second semester of a yearlong practicum in which selected upper-level students serve as teaching assistants in the law school's Legal Research and Writing Program."
17868,LAW,8801,7G,PRA,"1","Christopher Corts","Th 2:10pm - 3:10pm","","Legal Writing Fellow (YR)","",Open,0,3,0,"","This is the second semester of a yearlong practicum in which selected upper-level students serve as teaching assistants in the law school's Legal Research and Writing Program."
17869,LAW,8801,8H,PRA,"1","Joe Fore","Tu 10:00am - 11:00am","","Legal Writing Fellow (YR)","",Open,0,3,0,"","This is the second semester of a yearlong practicum in which selected upper-level students serve as teaching assistants in the law school's Legal Research and Writing Program."
17924,LAW,8801,9I,PRA,"1","Sarah Ware","Fr 10:00am - 11:00am","","Legal Writing Fellow (YR)","",Open,0,3,0,"","This is the second semester of a yearlong practicum in which selected upper-level students serve as teaching assistants in the law school's Legal Research and Writing Program."
17925,LAW,8801,10J,PRA,"1","Christopher Corts","We 2:10pm - 3:10pm","","Legal Writing Fellow (YR)","",Open,0,3,0,"","This is the second semester of a yearlong practicum in which selected upper-level students serve as teaching assistants in the law school's Legal Research and Writing Program."
19064,LAW,8803,1,PRA,"10","A. Ryan","TBA","","FT Externship: Field Experience","",Open,0,7,0,"","This field experience is one part of a two-part full-time externship combining academic study and work experience under the supervision of a faculty member and an educational, charitable, governmental or nonprofit host organization."
18106,LAW,8804,1,IND,"3","Amanda Frost, A. Ryan","TBA","","FT Externship: Directed Study","",Open,0,1,0,"","This directed study is one part of a two-part full-time externship combining academic study and work experience under the supervision of a faculty member and an educational, charitable, governmental or nonprofit host organization."
21468,LAW,8804,2,IND,"3","Andrew Hayashi, A. Ryan","TBA","","FT Externship: Directed Study","",Open,0,1,0,"","This directed study is one part of a two-part full-time externship combining academic study and work experience under the supervision of a faculty member and an educational, charitable, governmental or nonprofit host organization."
21469,LAW,8804,3,IND,"3","Julia Mahoney, A. Ryan","TBA","","FT Externship: Directed Study","",Open,0,2,0,"","This directed study is one part of a two-part full-time externship combining academic study and work experience under the supervision of a faculty member and an educational, charitable, governmental or nonprofit host organization."
21470,LAW,8804,4,IND,"3","Quinn Curtis, A. Ryan","TBA","","FT Externship: Directed Study","",Open,0,1,0,"","This directed study is one part of a two-part full-time externship combining academic study and work experience under the supervision of a faculty member and an educational, charitable, governmental or nonprofit host organization."
21471,LAW,8804,5,IND,"3","Cathy Hwang, A. Ryan","TBA","","FT Externship: Directed Study","",Open,0,1,0,"","This directed study is one part of a two-part full-time externship combining academic study and work experience under the supervision of a faculty member and an educational, charitable, governmental or nonprofit host organization."
21472,LAW,8804,6,IND,"3","Jay Butler, A. Ryan","TBA","","FT Externship: Directed Study","",Open,0,1,0,"","This directed study is one part of a two-part full-time externship combining academic study and work experience under the supervision of a faculty member and an educational, charitable, governmental or nonprofit host organization."
21509,LAW,8804,7,IND,"3","Deirdre Enright","TBA","","FT Externship: Directed Study","",Open,0,1,0,"","This directed study is one part of a two-part full-time externship combining academic study and work experience under the supervision of a faculty member and an educational, charitable, governmental or nonprofit host organization."
17864,LAW,8805,1,Lecture,"1","Karen Moran","Tu 11:30am - 12:30pm","","Graduate Legal Research and Writing II","",Open,0,20,0,"","This course continues to introduce LL.M. students to the fundamentals of U.S. legal research materials, methods, and strategies as well as various forms of legal writing."
17901,LAW,8805,2,Lecture,"1","Karen Moran","Tu 3:40pm - 4:40pm","","Graduate Legal Research and Writing II","",Open,0,20,0,"","This course continues to introduce LL.M. students to the fundamentals of U.S. legal research materials, methods, and strategies as well as various forms of legal writing."
21473,LAW,8806,1,PRA,"3","A. Ryan","TBA","","PT Externship: Field Experience","",Open,0,10,0,"","This field experience is one part of a two-part externship combining academic study and work experience under the supervision of a faculty member and an educational, charitable, governmental or nonprofit host organization."
21474,LAW,8807,1,IND,"1","A. Ryan","TBA","","PT Externship: Directed Study","",Open,0,10,0,"","This directed study is one part of a two-part externship combining academic study and work experience under the supervision of a faculty member and an educational, charitable, governmental or nonprofit host organization."
17850,LAW,8810,1A,PRA,"1","TBA","TBA","","Directed Research","",Open,0,1,0,"","Eligible students receive credit for serving as research assistants supervised by selected law school faculty members."
17972,LAW,8810,1B,PRA,"1","TBA","TBA","","Directed Research","",Open,0,1,0,"","Eligible students receive credit for serving as research assistants supervised by selected law school faculty members."
17973,LAW,8810,1C,PRA,"1","TBA","TBA","","Directed Research","",Open,0,2,0,"","Eligible students receive credit for serving as research assistants supervised by selected law school faculty members."
17974,LAW,8810,1D,PRA,"1","TBA","TBA","","Directed Research","",Open,0,2,0,"","Eligible students receive credit for serving as research assistants supervised by selected law school faculty members."
17983,LAW,8810,1E,PRA,"1","TBA","TBA","","Directed Research","",Open,0,2,0,"","Eligible students receive credit for serving as research assistants supervised by selected law school faculty members."
17985,LAW,8810,1F,PRA,"1","TBA","TBA","","Directed Research","",Open,0,1,0,"","Eligible students receive credit for serving as research assistants supervised by selected law school faculty members."
17987,LAW,8810,1G,PRA,"1","TBA","TBA","","Directed Research","",Open,0,3,0,"","Eligible students receive credit for serving as research assistants supervised by selected law school faculty members."
17988,LAW,8810,1H,PRA,"1","TBA","TBA","","Directed Research","",Open,0,2,0,"","Eligible students receive credit for serving as research assistants supervised by selected law school faculty members."
17989,LAW,8810,1I,PRA,"1","TBA","TBA","","Directed Research","",Open,0,1,0,"","Eligible students receive credit for serving as research assistants supervised by selected law school faculty members."
17990,LAW,8810,1J,PRA,"1","TBA","TBA","","Directed Research","",Open,0,1,0,"","Eligible students receive credit for serving as research assistants supervised by selected law school faculty members."
18030,LAW,8810,1K,PRA,"1","TBA","TBA","","Directed Research","",Open,0,1,0,"","Eligible students receive credit for serving as research assistants supervised by selected law school faculty members."
17919,LAW,8810,3VSA,PRA,"1","TBA","TBA","","Directed Research","",Open,0,4,0,"","Eligible students receive credit for serving as research assistants supervised by selected law school faculty members."
17855,LAW,8811,1A,IND,"1","Quinn Curtis","TBA","","Independent Research","",Open,0,1,0,"","This course is a semester-long independent research project resulting in a substantial research paper supervised and graded by a selected law school faculty member."
17908,LAW,8811,1B,IND,"1","TBA","TBA","","Independent Research","",Open,0,3,0,"","This course is a semester-long independent research project resulting in a substantial research paper supervised and graded by a selected law school faculty member."
17916,LAW,8811,1C,IND,"1","TBA","TBA","","Independent Research","",Open,0,1,0,"","This course is a semester-long independent research project resulting in a substantial research paper supervised and graded by a selected law school faculty member."
17917,LAW,8811,1D,IND,"1","TBA","TBA","","Independent Research","",Open,0,1,0,"","This course is a semester-long independent research project resulting in a substantial research paper supervised and graded by a selected law school faculty member."
17918,LAW,8811,1E,IND,"1","TBA","TBA","","Independent Research","",Open,0,3,0,"","This course is a semester-long independent research project resulting in a substantial research paper supervised and graded by a selected law school faculty member."
18013,LAW,8811,1F,IND,"1","TBA","TBA","","Independent Research","",Open,0,1,0,"","This course is a semester-long independent research project resulting in a substantial research paper supervised and graded by a selected law school faculty member."
18014,LAW,8811,1G,IND,"1","TBA","TBA","","Independent Research","",Open,0,1,0,"","This course is a semester-long independent research project resulting in a substantial research paper supervised and graded by a selected law school faculty member."
18015,LAW,8811,1H,IND,"1","TBA","TBA","","Independent Research","",Open,0,1,0,"","This course is a semester-long independent research project resulting in a substantial research paper supervised and graded by a selected law school faculty member."
18017,LAW,8811,1I,IND,"1","TBA","TBA","","Independent Research","",Open,0,1,0,"","This course is a semester-long independent research project resulting in a substantial research paper supervised and graded by a selected law school faculty member."
18018,LAW,8811,1J,IND,"1","TBA","TBA","","Independent Research","",Open,0,1,0,"","This course is a semester-long independent research project resulting in a substantial research paper supervised and graded by a selected law school faculty member."
18025,LAW,8811,1K,IND,"1","TBA","TBA","","Independent Research","",Open,0,1,0,"","This course is a semester-long independent research project resulting in a substantial research paper supervised and graded by a selected law school faculty member."
18026,LAW,8811,1L,IND,"1","TBA","TBA","","Independent Research","",Open,0,2,0,"","This course is a semester-long independent research project resulting in a substantial research paper supervised and graded by a selected law school faculty member."
18027,LAW,8811,1M,IND,"1","TBA","TBA","","Independent Research","",Open,0,1,0,"","This course is a semester-long independent research project resulting in a substantial research paper supervised and graded by a selected law school faculty member."
18028,LAW,8811,1N,IND,"1","TBA","TBA","","Independent Research","",Open,0,1,0,"","This course is a semester-long independent research project resulting in a substantial research paper supervised and graded by a selected law school faculty member."
18029,LAW,8811,1O,IND,"1","TBA","TBA","","Independent Research","",Open,0,1,0,"","This course is a semester-long independent research project resulting in a substantial research paper supervised and graded by a selected law school faculty member."
18031,LAW,8811,1P,IND,"1","TBA","TBA","","Independent Research","",Open,0,1,0,"","This course is a semester-long independent research project resulting in a substantial research paper supervised and graded by a selected law school faculty member."
18032,LAW,8811,1Q,IND,"1","TBA","TBA","","Independent Research","",Open,0,1,0,"","This course is a semester-long independent research project resulting in a substantial research paper supervised and graded by a selected law school faculty member."
18033,LAW,8811,1R,IND,"1","TBA","TBA","","Independent Research","",Open,0,1,0,"","This course is a semester-long independent research project resulting in a substantial research paper supervised and graded by a selected law school faculty member."
18034,LAW,8811,1S,IND,"1","TBA","TBA","","Independent Research","",Open,0,1,0,"","This course is a semester-long independent research project resulting in a substantial research paper supervised and graded by a selected law school faculty member."
18035,LAW,8811,1T,IND,"1","TBA","TBA","","Independent Research","",Open,0,1,0,"","This course is a semester-long independent research project resulting in a substantial research paper supervised and graded by a selected law school faculty member."
17884,LAW,8812,2A,IND,"2","Caleb Nelson","TBA","","Independent Research","",Closed,1,1,0,"","This course is a semester-long independent research project resulting in a substantial research paper supervised and graded by a selected law school faculty member"
17906,LAW,8812,2B,IND,"2","Quinn Curtis","TBA","","Independent Research","",Open,0,1,0,"","This course is a semester-long independent research project resulting in a substantial research paper supervised and graded by a selected law school faculty member"
17907,LAW,8812,2C,IND,"2","TBA","TBA","","Independent Research","",Open,0,1,0,"","This course is a semester-long independent research project resulting in a substantial research paper supervised and graded by a selected law school faculty member"
17914,LAW,8812,2D,IND,"2","TBA","TBA","","Independent Research","",Open,0,1,0,"","This course is a semester-long independent research project resulting in a substantial research paper supervised and graded by a selected law school faculty member"
17915,LAW,8812,2E,IND,"2","TBA","TBA","","Independent Research","",Open,0,1,0,"","This course is a semester-long independent research project resulting in a substantial research paper supervised and graded by a selected law school faculty member"
18016,LAW,8812,2F,IND,"2","TBA","TBA","","Independent Research","",Open,0,1,0,"","This course is a semester-long independent research project resulting in a substantial research paper supervised and graded by a selected law school faculty member"
18019,LAW,8812,2G,IND,"2","TBA","TBA","","Independent Research","",Open,0,1,0,"","This course is a semester-long independent research project resulting in a substantial research paper supervised and graded by a selected law school faculty member"
18020,LAW,8812,2H,IND,"2","TBA","TBA","","Independent Research","",Open,0,1,0,"","This course is a semester-long independent research project resulting in a substantial research paper supervised and graded by a selected law school faculty member"
18021,LAW,8812,2I,IND,"2","TBA","TBA","","Independent Research","",Open,0,1,0,"","This course is a semester-long independent research project resulting in a substantial research paper supervised and graded by a selected law school faculty member"
18022,LAW,8812,2J,IND,"2","TBA","TBA","","Independent Research","",Open,0,1,0,"","This course is a semester-long independent research project resulting in a substantial research paper supervised and graded by a selected law school faculty member"
18023,LAW,8812,2K,IND,"2","TBA","TBA","","Independent Research","",Open,0,1,0,"","This course is a semester-long independent research project resulting in a substantial research paper supervised and graded by a selected law school faculty member"
18024,LAW,8812,2L,IND,"2","TBA","TBA","","Independent Research","",Open,0,1,0,"","This course is a semester-long independent research project resulting in a substantial research paper supervised and graded by a selected law school faculty member"
18109,LAW,8812,2M,IND,"2","TBA","TBA","","Independent Research","",Open,0,1,0,"","This course is a semester-long independent research project resulting in a substantial research paper supervised and graded by a selected law school faculty member"
18110,LAW,8812,2N,IND,"2","TBA","TBA","","Independent Research","",Open,0,1,0,"","This course is a semester-long independent research project resulting in a substantial research paper supervised and graded by a selected law school faculty member"
18112,LAW,8812,2O,IND,"2","TBA","TBA","","Independent Research","",Open,0,1,0,"","This course is a semester-long independent research project resulting in a substantial research paper supervised and graded by a selected law school faculty member"
18115,LAW,8812,2P,IND,"2","TBA","TBA","","Independent Research","",Open,0,1,0,"","This course is a semester-long independent research project resulting in a substantial research paper supervised and graded by a selected law school faculty member"
17885,LAW,8813,3A,IND,"3","TBA","TBA","","Independent Research","",Open,0,1,0,"","This course is a semester-long independent research project resulting in a substantial research paper supervised and graded by a selected law school faculty member."
17976,LAW,8813,3B,IND,"3","TBA","TBA","","Independent Research","",Open,0,1,0,"","This course is a semester-long independent research project resulting in a substantial research paper supervised and graded by a selected law school faculty member."
17978,LAW,8813,3C,IND,"3","TBA","TBA","","Independent Research","",Open,0,3,0,"","This course is a semester-long independent research project resulting in a substantial research paper supervised and graded by a selected law school faculty member."
17851,LAW,8814,SF2A,IND,"0","TBA","TBA","","Independent Research (YR)","",Open,0,1,0,"","This course is the first semester of a yearlong independent research project resulting in a substantial research paper supervised and graded by a selected law school faculty member."
17920,LAW,8814,SF2B,IND,"0","TBA","TBA","","Independent Research (YR)","",Open,0,3,0,"","This course is the first semester of a yearlong independent research project resulting in a substantial research paper supervised and graded by a selected law school faculty member."
17921,LAW,8814,SF2C,IND,"0","TBA","TBA","","Independent Research (YR)","",Open,0,1,0,"","This course is the first semester of a yearlong independent research project resulting in a substantial research paper supervised and graded by a selected law school faculty member."
17922,LAW,8814,SF2D,IND,"0","TBA","TBA","","Independent Research (YR)","",Open,0,1,0,"","This course is the first semester of a yearlong independent research project resulting in a substantial research paper supervised and graded by a selected law school faculty member."
17923,LAW,8814,SF2E,IND,"0","TBA","TBA","","Independent Research (YR)","",Open,0,1,0,"","This course is the first semester of a yearlong independent research project resulting in a substantial research paper supervised and graded by a selected law school faculty member."
18111,LAW,8814,SF2F,IND,"0","TBA","TBA","","Independent Research (YR)","",Open,0,1,0,"","This course is the first semester of a yearlong independent research project resulting in a substantial research paper supervised and graded by a selected law school faculty member."
18113,LAW,8814,SF2G,IND,"0","TBA","TBA","","Independent Research (YR)","",Open,0,1,0,"","This course is the first semester of a yearlong independent research project resulting in a substantial research paper supervised and graded by a selected law school faculty member."
17846,LAW,8815,FS2A,IND,"2","Josh Bowers","TBA","","Independent Research (YR)","",Closed,2,2,0,"","This course is the second semester of a yearlong independent research project resulting in a substantial research paper supervised and graded by a selected law school faculty member."
17902,LAW,8815,FS2B,IND,"2","Charles Barzun","TBA","","Independent Research (YR)","",Closed,1,1,0,"","This course is the second semester of a yearlong independent research project resulting in a substantial research paper supervised and graded by a selected law school faculty member."
17903,LAW,8815,FS2C,IND,"2","Saikrishna Prakash","TBA","","Independent Research (YR)","",Closed,1,1,0,"","This course is the second semester of a yearlong independent research project resulting in a substantial research paper supervised and graded by a selected law school faculty member."
17873,LAW,8816,SF3A,IND,"0","TBA","TBA","","Independent Research (YR)","",Open,0,1,0,"","This course is the first semester of a yearlong independent research project resulting in a substantial research paper supervised and graded by a selected law school faculty member."
18114,LAW,8816,SF3B,IND,"0","TBA","TBA","","Independent Research (YR)","",Open,0,1,0,"","This course is the first semester of a yearlong independent research project resulting in a substantial research paper supervised and graded by a selected law school faculty member."
17879,LAW,8817,FS3A,IND,"3","Rip Verkerke","TBA","","Independent Research (YR)","",Closed,1,1,0,"","This course is the second semester of a yearlong independent research project resulting in a substantial research paper supervised and graded by a selected law school faculty member."
17878,LAW,8819,021A,IND,"3","TBA","TBA","","Independent Research (YR)","",Open,0,1,0,"","This course is the second semester of a yearlong independent research project resulting in a substantial research paper supervised and graded by a selected law school faculty member."
17886,LAW,8843,2A,PRA,"2","TBA","TBA","","Directed Research","",Open,0,1,0,"","Eligible students receive 2 credits for participating in a sustained, productive and educationally valuable project for at least 85 hours of work supervised by an eligible faculty member."
17971,LAW,8843,2B,PRA,"2","TBA","TBA","","Directed Research","",Open,0,1,0,"","Eligible students receive 2 credits for participating in a sustained, productive and educationally valuable project for at least 85 hours of work supervised by an eligible faculty member."
17975,LAW,8843,2C,PRA,"2","TBA","TBA","","Directed Research","",Open,0,1,0,"","Eligible students receive 2 credits for participating in a sustained, productive and educationally valuable project for at least 85 hours of work supervised by an eligible faculty member."
17977,LAW,8843,2D,PRA,"2","TBA","TBA","","Directed Research","",Open,0,1,0,"","Eligible students receive 2 credits for participating in a sustained, productive and educationally valuable project for at least 85 hours of work supervised by an eligible faculty member."
17979,LAW,8843,2E,PRA,"2","TBA","TBA","","Directed Research","",Open,0,1,0,"","Eligible students receive 2 credits for participating in a sustained, productive and educationally valuable project for at least 85 hours of work supervised by an eligible faculty member."
17980,LAW,8843,2F,PRA,"2","TBA","TBA","","Directed Research","",Open,0,1,0,"","Eligible students receive 2 credits for participating in a sustained, productive and educationally valuable project for at least 85 hours of work supervised by an eligible faculty member."
17981,LAW,8843,2G,PRA,"2","TBA","TBA","","Directed Research","",Open,0,1,0,"","Eligible students receive 2 credits for participating in a sustained, productive and educationally valuable project for at least 85 hours of work supervised by an eligible faculty member."
17982,LAW,8843,2H,PRA,"2","TBA","TBA","","Directed Research","",Open,0,1,0,"","Eligible students receive 2 credits for participating in a sustained, productive and educationally valuable project for at least 85 hours of work supervised by an eligible faculty member."
17984,LAW,8843,2I,PRA,"2","TBA","TBA","","Directed Research","",Open,0,1,0,"","Eligible students receive 2 credits for participating in a sustained, productive and educationally valuable project for at least 85 hours of work supervised by an eligible faculty member."
17986,LAW,8843,2J,PRA,"2","TBA","TBA","","Directed Research","",Open,0,1,0,"","Eligible students receive 2 credits for participating in a sustained, productive and educationally valuable project for at least 85 hours of work supervised by an eligible faculty member."
19190,LAW,8847,1,PRA,"1","Karen Moran","TBA","","Graduate Legal Research and Writing Fellow","",Open,0,1,0,"","By application, students who have previously participated as LRW Fellows for 1Ls can take this simulation course to enhance their skills reviewing and commenting on different types of legal documents, including contracts, demand letters, and short motions, which are skills similar to those required by a junior attorney in general practice."
17967,LAW,8850,1,PRA,"1","Ruth Mason","TBA","","International Tax Practicum Fellow","",Open,0,1,0,"","The fellow for the International Tax Practicum will be a rising 3L, typically one who took the Practicum in the previous year. The fellow will work with the instructor to develop tax-treaty practice problems and litigation scenarios to be completed by the students; give students written feedback on their responses to the problems and/or cases, and meet with students (together with the instructor) to provide oral feedback."
17849,LAW,9006,1,SEM,"3","Molly Shadel","Tu 10:00am - 12:30pm","","Advanced Verbal Persuasion","",Open,0,12,0,"","This course develops advanced oral advocacy skills, including effective performance techniques, writing for speaking, and the ability to handle difficult speaking situations."
19065,LAW,9023,1,SEM,"3","Micah Schwartzman, Richard Schragger","We 3:40pm - 5:40pm","","Liberalism and its Critics","",Open,0,16,0,"","This seminar provides an introduction to liberal political thought and then surveys various antiliberal critiques from the political right and the left."
